0.250074;1;0.827785;0.159921;0.245122;0.180953;0.171761;0.097224
0.126675;1;0.795107;0.139002;0.243838;0.169373;0.169931;0.0612608
0.137098;1;0.87341;0.179637;0.206962;0.19088;0.169512;0.0608346
0.052329;1;0.793529;0.223842;0.319575;0.226052;0.24847;0.166978
0.319247;1;0.878309;0.161469;0.165805;0.13594;0.145192;0.0675501
0.154997;1;0.800171;0.169416;0.186686;0.148477;0.203139;0.0624713
0.223824;1;0.806955;0.134944;0.199717;0.168259;0.134796;0.0598743
0.0918107;1;0.801699;0.166789;0.26891;0.191164;0.2039;0.0759672
0.215146;1;0.806623;0.143533;0.223118;0.16772;0.154535;0.0719717
0.154197;1;0.864939;0.155187;0.243267;0.176542;0.173436;0.0738682
0.157867;1;0.79909;0.136852;0.227033;0.163251;0.155864;0.0628588
0.305381;1;0.828417;0.130554;0.199183;0.155884;0.134528;0.0731853
0.188947;1;0.80502;0.136828;0.216958;0.151502;0.154343;0.0584518
0.185274;1;0.814024;0.140749;0.227373;0.162594;0.154501;0.0595834
0.221295;1;0.747756;0.121937;0.227914;0.15675;0.13774;0.0715951
0.171599;1;0.893462;0.177921;0.205809;0.182503;0.174627;0.0994871
0.211;1;0.82868;0.154488;0.214114;0.166074;0.171065;0.0794977
0.119699;1;0.830136;0.168244;0.256957;0.189386;0.191354;0.110622
0.186469;1;0.769915;0.122641;0.215582;0.159386;0.130603;0.0714632
0.176836;1;0.81432;0.162622;0.185987;0.19634;0.128111;0.0675229
0.18089;1;0.849437;0.160869;0.219238;0.192667;0.157493;0.0656273
0.278974;1;0.801306;0.13373;0.20312;0.146157;0.137248;0.0659847
0.208614;1;0.790881;0.129482;0.218365;0.147844;0.164936;0.0694844
0.029534;1;0.683929;0.375733;0.229871;0.199049;0.257888;0.160233
0.129023;1;0.868841;0.194731;0.228899;0.191696;0.199811;0.0991242
0.214805;1;0.768751;0.142442;0.273234;0.179702;0.170623;0.0969811
0.212912;1;0.831497;0.143933;0.193365;0.154269;0.141416;0.0612368
0.203146;1;0.914784;0.199737;0.236369;0.206131;0.204929;0.125093
0.277587;1;0.800028;0.139116;0.238398;0.161729;0.162641;0.0825694
0.12264;1;0.765497;0.147159;0.296531;0.195708;0.182727;0.100635
0.168201;1;0.853798;0.173179;0.241145;0.192726;0.184498;0.101721
0.167061;1;0.843701;0.139813;0.208596;0.163835;0.162374;0.0627318
0.111386;1;0.810207;0.217741;0.170631;0.142691;0.17297;0.0588466
0.27127;1;0.811932;0.140638;0.19581;0.15096;0.139564;0.0644567
0.147676;1;0.756356;0.145086;0.277716;0.180258;0.177367;0.104042
0.2965;1;0.810782;0.144747;0.240289;0.17595;0.160808;0.0861448
0.237461;1;0.871176;0.141594;0.192555;0.150498;0.14689;0.0671401
0.20565;1;0.819603;0.148983;0.196806;0.137854;0.182784;0.0633418
0.150085;1;0.842856;0.153284;0.212765;0.162513;0.177815;0.0588195
0.220399;1;0.897785;0.201503;0.251079;0.214243;0.209578;0.127472
0.290798;1;0.821698;0.145834;0.18548;0.143141;0.142854;0.0715345
0.0496842;1;0.848301;0.198635;0.257955;0.20501;0.224711;0.103909
0.168155;1;0.770557;0.155401;0.284328;0.185845;0.1925;0.117378
0.124061;1;0.81796;0.154209;0.241756;0.204685;0.166514;0.0840422
0.151031;1;0.822654;0.150777;0.22418;0.189562;0.152309;0.0643978
0.180026;1;0.823847;0.146457;0.223769;0.162252;0.162054;0.0842644
0.245688;1;0.830827;0.134257;0.182994;0.14049;0.128952;0.0595202
0.162441;1;0.897107;0.179443;0.205119;0.18017;0.176054;0.0909678
0.253597;1;0.8361;0.143809;0.199927;0.168768;0.1392;0.0610449
0.206002;1;0.818401;0.149556;0.213615;0.158914;0.156937;0.0580363
0.11326;1;0.823742;0.166296;0.220457;0.16554;0.200501;0.0709842
0.204334;1;0.80947;0.146041;0.238376;0.171273;0.169656;0.0829039
0.0911062;1;0.865725;0.198527;0.255985;0.212753;0.207459;0.105085
0.164335;1;0.845111;0.171851;0.239354;0.178572;0.193344;0.083749
0.212353;1;0.812453;0.13788;0.202522;0.166112;0.133426;0.0629917
0.177591;1;0.832574;0.156367;0.222758;0.1789;0.163159;0.0819992
0.183016;1;0.880564;0.170953;0.172813;0.163975;0.152078;0.0604074
0.103225;1;0.823408;0.171777;0.23512;0.204037;0.15878;0.0677096
0.10243;1;0.82795;0.168726;0.248605;0.179967;0.199767;0.0916975
0.1343;1;0.772936;0.142926;0.258698;0.192817;0.176427;0.0699736
0.135145;1;0.870011;0.167313;0.226197;0.176799;0.190965;0.0529539
0.207081;1;0.837612;0.150775;0.202859;0.164709;0.14766;0.051884
0.183465;1;0.839296;0.152474;0.227358;0.166115;0.169217;0.0708457
0.0849521;1;0.797746;0.168101;0.259992;0.18455;0.193495;0.0901362
0.10051;1;0.759054;0.153832;0.232236;0.22642;0.156719;0.0633661
0.0850845;1;0.858937;0.181224;0.247377;0.213711;0.181982;0.0999183
0.0595022;1;0.837637;0.185158;0.256325;0.207644;0.202453;0.0911866
0.271717;1;0.833368;0.148228;0.18009;0.143721;0.139948;0.0580993
0.134392;1;0.865645;0.171026;0.231058;0.179727;0.188573;0.0901532
0.110701;1;0.861143;0.184666;0.239489;0.202487;0.186629;0.0924258
0.206639;1;0.762181;0.132085;0.254507;0.178508;0.147299;0.0716463
0.256412;1;0.787488;0.120751;0.206163;0.144311;0.133673;0.0615226
0.141383;1;0.827335;0.147002;0.225736;0.170932;0.161084;0.0648948
0.138273;1;0.838993;0.158482;0.226616;0.163955;0.184085;0.0685844
0.0229076;1;0.569449;0.349927;0.234797;0.197509;0.314816;0.169786
0.312263;1;0.788698;0.132356;0.195578;0.134776;0.136111;0.0710578
0.253602;1;0.798501;0.121498;0.195033;0.136523;0.136475;0.0573901
0.162125;1;0.718959;0.112154;0.283827;0.182649;0.144261;0.0659256
