1.16996e-06;1.54952e-06;1.17407e-06;1.51365e-06;-8.52174e-06;-8.42132e-06;-8.4589e-06;-8.4134e-06;1;0.92313;0.936988;0.921075;1.33722e-06;1.28514e-06;1.29717e-06;1.27932e-06;5.10065e-06;6.99952e-06;3.62712e-06;6.23885e-06;3.66871e-07;4.25681e-07;4.18218e-07;4.31554e-07
3.18318e-06;4.77472e-06;3.49524e-06;4.79337e-06;-2.039e-05;-2.00662e-05;-2.023e-05;-2.008e-05;1;0.849087;0.908963;0.856819;3.27211e-06;3.10965e-06;3.18037e-06;3.11791e-06;1.37115e-05;2.32317e-05;1.41462e-05;2.38682e-05;1.00422e-06;1.20931e-06;1.1484e-06;1.20346e-06
3.96468e-06;4.84942e-06;3.94602e-06;5.28873e-06;-2.0005e-05;-1.97681e-05;-1.99732e-05;-1.97212e-05;1;0.890727;0.982591;0.862946;3.13686e-06;3.02626e-06;3.12154e-06;2.9952e-06;1.5724e-05;2.02897e-05;1.59249e-05;2.31951e-05;1.08912e-06;1.20924e-06;1.11726e-06;1.25343e-06
4.01519e-06;4.96985e-06;4.19802e-06;4.81984e-06;-1.36771e-05;-1.35205e-05;-1.35805e-05;-1.35423e-05;1;0.913332;0.923364;0.933862;1.93268e-06;1.84594e-06;1.8685e-06;1.86207e-06;1.61645e-05;1.98731e-05;1.30096e-05;1.97553e-05;9.56071e-07;9.90471e-07;9.85841e-07;9.90191e-07
4.75922e-07;5.80717e-07;2.96589e-07;5.55129e-07;-7.29751e-06;-7.23929e-06;-7.32536e-06;-7.24506e-06;0.988476;0.960408;1;0.96554;1.20693e-06;1.18466e-06;1.21741e-06;1.18797e-06;1.50556e-06;1.86883e-06;5.57385e-07;1.71078e-06;1.98997e-07;2.27148e-07;1.9062e-07;2.21146e-07
1.25996e-06;1.54672e-06;1.17628e-06;1.68392e-06;-7.46828e-06;-7.3963e-06;-7.4449e-06;-7.40083e-06;1;0.956582;0.992607;0.99926;1.12091e-06;1.09038e-06;1.10953e-06;1.09575e-06;5.22926e-06;6.21159e-06;3.49733e-06;7.44933e-06;3.88446e-07;4.06485e-07;3.94578e-07;3.87096e-07
1.4022e-06;1.92434e-06;1.24167e-06;1.98621e-06;-1.37916e-05;-1.36447e-05;-1.37367e-05;-1.36072e-05;1;0.930204;0.962058;0.899892;2.24867e-06;2.18641e-06;2.21881e-06;2.16852e-06;5.95176e-06;8.38184e-06;3.47594e-06;8.37366e-06;5.30269e-07;6.00719e-07;5.79116e-07;6.25795e-07
5.27837e-06;7.14156e-06;5.26694e-06;6.74677e-06;-2.64761e-05;-2.60723e-05;-2.6283e-05;-2.60901e-05;1;0.855427;0.919494;0.859887;4.06629e-06;3.84648e-06;3.94202e-06;3.853e-06;1.98169e-05;2.83443e-05;1.48037e-05;2.46434e-05;1.70155e-06;1.92355e-06;1.86175e-06;1.92224e-06
1.40154e-06;1.71977e-06;1.17658e-06;1.77478e-06;-1.23661e-05;-1.22192e-05;-1.23121e-05;-1.22365e-05;1;0.923226;0.969592;0.93871;2.00251e-06;1.93446e-06;1.97453e-06;1.94342e-06;6.28403e-06;7.01502e-06;3.09411e-06;8.0714e-06;4.93705e-07;5.79966e-07;5.37673e-07;5.68928e-07
3.99685e-06;5.16306e-06;4.26165e-06;5.18346e-06;-1.56651e-05;-1.54368e-05;-1.55695e-05;-1.54401e-05;1;0.85829;0.922847;0.859969;2.46174e-06;2.34528e-06;2.40682e-06;2.34837e-06;1.77162e-05;2.4602e-05;1.93669e-05;2.48669e-05;7.29217e-07;8.70851e-07;8.19828e-07;8.67146e-07
