0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.118662;0.0474649;0.332255;0.0711974;0.0474649;0.21575;0.668824;0.366775;0.0431499;0.1726;0.0949299;0.688242;0.166127;0.118662;0.18986;0.0949299;0.427184;0.28479;0.0949299;0.142395;0.427184;0.308522;0.522114;0.0474649;0.166127;0.280475;0.409924;0.1726;0.151025;0.30205;0.118662;0.450917;0.18986;0.237325;0.308522;0.213592;0.332255;0.118662;0.18986;0.308522;0.474649;0.213592;0.355987;0.237325;0.166127;0;0;0.100683;0;0;0;0;0.304567;0;0;0;0.0276879;0.415318;0;0;0.249191;0.138439;0.138439;0.138439;0.0830636;0.124056;0.269687;0.160014;0.0485437;0.118662;0.177454;0.554477;0.325153;0.13754;0.243258;0.254585;0.751259;0.529845;0.208738;0.355987;0.572006;0.928263;0.867044;0.332344;0.471683;0.0296656;0.0118662;0.0830636;0.0177994;0.0118662;0.113269;0.190939;0.257821;0.0463862;0.0668824;0.220604;0.542071;0.47411;0.104639;0.169364;0.351672;1;0.761597;0.186624;0.307443;0.0776699;0.339266;0.133225;0.0404531;0.0906149;0.160194;0.195793;0.28479;0.0533981;0.0889968;0.0997843;0.21521;0.191927;0.0970874;0.152643;0.234358;0.177994;0.257102;0.141406;0.139428;0.130529;0.474649;0.18986;0.160194;0.237325;0.156216;0.265912;0.23092;0.113021;0.154598
0.254507;0.101803;0.169671;0.0593849;0.0593849;0.0279958;0.391941;0.139979;0.00933192;0.0653234;0.0466596;0.373277;0.149311;0.0279958;0.0279958;0.00933192;0.279958;0.158643;0.0279958;0.111983;0.220573;0.101803;0.186638;0.0848356;0.0254507;0.111983;0.177306;0.261294;0.0186638;0.0653234;0.0746554;0.214634;0.298621;0.0279958;0.0279958;0.0466596;0.223966;0.251962;0.00933192;0.0746554;0.296925;0.110286;0.101803;0.0424178;0.0933192;0.149311;0.0746554;0.111983;0.130647;0.139979;0.149311;0.0559915;0.233298;0.0653234;0.0653234;0.121315;0.111983;0.102651;0.0746554;0.149311;0.227642;0.0890774;0.148462;0.0692824;0.0593849;0.130647;0.228632;0.0326617;0.130647;0.0870979;0.0108872;0.250407;0.0544362;0.185083;0.108872;0.0326617;0.206858;0.0653234;0.141534;0.141534;0.249912;0.100742;0.151644;0.0639802;0.0593849;0.354896;0.318876;0.288123;0.136303;0.148816;0.425274;0.542453;0.47204;0.212902;0.206363;0.477766;0.748144;0.616684;0.276281;0.325733;0.0846235;0.286744;0.154401;0.0311771;0.0661718;0.160764;0.573489;0.313043;0.0687169;0.12386;0.2579;0.806575;0.502015;0.10859;0.181548;0.362036;1;0.728314;0.148462;0.239236;0.153765;0.193213;0.189396;0.0430541;0.0538706;0.0443266;0.272959;0.214634;0.0233298;0.0606575;0.201131;0.125663;0.0987275;0.0932485;0.0949452;0.0785437;0.15631;0.113927;0.116649;0.11626;0.121315;0.130647;0.226299;0.0606575;0.0746554;0.111329;0.171394;0.163397;0.0734712;0.0866296
0.111716;0.233588;0.0710921;0.05078;0.121872;0.055858;0.167574;0.256947;0.055858;0.178746;0.0782013;0.055858;0.122888;0.0893729;0.34632;0.136542;0.0868903;0.111716;0.0744774;0.273084;0.182808;0.162496;0.0710921;0.05078;0.172652;0.178746;0.0893729;0.100544;0.111716;0.268119;0.100544;0.134059;0.0670296;0.0893729;0.335148;0.136542;0.136542;0.124129;0.136542;0.186193;0.30468;0.0914041;0.0812481;0.040624;0.192964;0.111716;0.167574;0.0893729;0.134059;0.201089;0.0893729;0.134059;0.145231;0.134059;0.234604;0.0744774;0.0993032;0.198606;0.124129;0.260671;0.248822;0.142184;0.118487;0.0236974;0.142184;0.130335;0.117302;0.156403;0.130335;0.18247;0.195503;0.0782013;0.0912348;0.0912348;0.22157;0.0724086;0.101372;0.188262;0.0434451;0.217226;0.212007;0.157418;0.0854797;0.0414704;0.157418;0.33117;0.292874;0.236296;0.149463;0.365024;0.447076;0.393418;0.342892;0.250473;0.649434;0.552068;0.499445;0.498571;0.345121;0.883728;0.0955793;0.135978;0.140661;0.0676221;0.230005;0.208932;0.254182;0.281321;0.135244;0.472706;0.353006;0.352837;0.382881;0.216831;0.737749;0.502666;0.471041;0.470477;0.298417;1;0.132282;0.163258;0.124919;0.0672836;0.185347;0.112957;0.103337;0.106441;0.0974413;0.285186;0.198888;0.129616;0.111378;0.082179;0.179677;0.10794;0.103234;0.155834;0.0982171;0.233518;0.120095;0.131266;0.100544;0.117302;0.25974;0.13497;0.116863;0.118549;0.0987848;0.23953
0.0732265;0;0;0.0366133;0;0;0.261785;0.0201373;0;0;0;0.0402746;0.0201373;0.0201373;0.0201373;0.241648;0.241648;0.0402746;0.0402746;0.0805492;0.146453;0.292906;0.256293;0.0183066;0.21968;0.120824;0.483295;0.382609;0.0805492;0.281922;0.120824;0.543707;0.382609;0.100686;0.22151;0.281922;0.422883;0.322197;0.0805492;0.281922;0.146453;0.366133;0.347826;0.128146;0.201373;0.161098;0.302059;0.322197;0.241648;0.22151;0.0402746;0.362471;0.402746;0.100686;0.261785;0.322197;0.22151;0.241648;0.0604119;0.201373;0.085431;0.0427155;0.320366;0;0.0213577;0;0;0.446377;0;0.0704805;0.0939741;0.0939741;0.258429;0;0;0.046987;0.0939741;0.211442;0;0.0234935;0.112891;0.175439;0.231121;0.0457666;0.110603;0.183371;0.437223;0.523951;0.126316;0.254081;0.24714;0.69733;0.789931;0.181693;0.379939;0.470328;0.942334;0.993822;0.227002;0.526773;0.0787185;0.135927;0.0201373;0.0242563;0.0251716;0.175744;0.34508;0.104348;0.0439359;0.105263;0.302975;0.609611;0.279176;0.0837529;0.255835;0.460412;1;0.544622;0.143707;0.456751;0.0851259;0.259497;0.16476;0.0338673;0.1254;0.161098;0.312128;0.191304;0.0604119;0.15103;0.0982456;0.177727;0.359191;0.0924485;0.12868;0.125858;0.192982;0.278566;0.0402746;0.121663;0.110755;0.422883;0.37254;0.130892;0.246682;0.123989;0.27643;0.3004;0.0810069;0.162014
0;0.0186645;0.0373289;0;0.0373289;0.0410618;0.246371;0.102655;0.22584;0.205309;0.123185;0.0821236;0.0410618;0.123185;0.0821236;0.593115;0.0684363;0;0.0456242;0.0228121;0.186645;0.0373289;0.223973;0.111987;0.0933223;0.123185;0.102655;0.164247;0.307964;0.45168;0.369556;0.143716;0.0821236;0.143716;0.287433;0.410618;0.0456242;0.0228121;0.0228121;0.0228121;0.279967;0.0373289;0.0373289;0.186645;0.149316;0;0.205309;0.0205309;0.102655;0.0205309;0.328494;0.164247;0.287433;0.0410618;0.123185;0.43343;0.136873;0.0684363;0.114061;0.0228121;0.0653256;0.108876;0.0217752;0.413729;0.0217752;0;0.191622;0.0479054;0.0239527;0.0239527;0.26348;0.26348;0.0718582;0.0718582;0.215574;0.585511;0.106457;0.106457;0.0798424;0.0532283;0.132984;0.0505496;0.0801016;0.17809;0.0754355;0.174046;0.237039;0.163936;0.343193;0.250804;0.445225;0.40043;0.284555;0.438148;0.427883;0.950893;0.489778;0.333981;0.503733;0.458299;0.189341;0.103899;0.0452613;0.0986624;0.0868934;0.425342;0.212464;0.137184;0.225321;0.187785;0.681875;0.2851;0.244504;0.372511;0.35027;1;0.373134;0.36209;0.524834;0.564081;0.0877229;0.101255;0.132051;0.161448;0.19691;0.374119;0.0849751;0.0364994;0.0838345;0.103795;0.0863231;0.135784;0.0318851;0.181745;0.0538936;0.402729;0.167764;0.133546;0.0767057;0.1037;0.205309;0.153982;0.138584;0.148849;0.220707;0.26712;0.135626;0.0851285;0.122784;0.120524
0;0.0551259;0.0735013;0;0.0551259;0;0.14149;0.0404257;0.0404257;0.0202128;0;0.242554;0.0404257;0.0202128;0.0808514;0;0.0606385;0;0;0;0.31238;0.27563;0.367506;0.0918766;0.128627;0.14149;0.464895;0.303193;0.202128;0.202128;0.101064;0.384044;0.303193;0.14149;0.404257;0.202128;0.0808514;0.101064;0.161703;0.161703;0.551259;0.202128;0.257254;0.147003;0.202128;0.262767;0.242554;0.222341;0.14149;0.545747;0.121277;0.444683;0.181916;0.181916;0.444683;0.343618;0.262767;0.101064;0.14149;0.202128;0.30013;0.128627;0.321568;0.0643136;0.0857515;0;0.400888;0.117908;0.0471633;0.117908;0;0.28298;0.0471633;0;0.070745;0.0235817;0.330143;0.0471633;0.070745;0.070745;0.290943;0.165378;0.254958;0.0757982;0.117908;0.392007;0.477835;0.425925;0.1836;0.339407;0.447592;0.8164;0.569099;0.269505;0.589541;0.589924;1;0.631422;0.362989;0.698185;0;0.124952;0.0385882;0.0151596;0.0390475;0.0780951;0.30503;0.150678;0.0532884;0.0964704;0.191563;0.56596;0.328459;0.131843;0.199372;0.330296;0.862262;0.571932;0.240717;0.383125;0.113468;0.234285;0.196156;0.0836077;0.101524;0.0757982;0.192022;0.111171;0.0808514;0.161703;0.278539;0.243549;0.229768;0.0999923;0.237884;0.122119;0.330143;0.0943266;0.0985376;0.197075;0.15665;0.384044;0.252661;0.166756;0.399204;0.158277;0.28744;0.171981;0.111534;0.248966
0;0.298892;0.206132;0;0.0309199;0;0.442154;0.102036;0;0.0226746;0.079361;0.328781;0.226746;0.0113373;0.0113373;0.12471;0.158722;0.192734;0.0680237;0.0906983;0.0309199;0.247359;0.432878;0;0.0515331;0.0566864;0.158722;0.226746;0.0113373;0.204071;0.158722;0.136047;0.204071;0.0340119;0.181397;0.158722;0.158722;0.12471;0.0453491;0.147385;0.0927596;0.0412265;0.0515331;0.123679;0.164906;0.0680237;0.147385;0.0453491;0.0113373;0.158722;0.12471;0.0906983;0.079361;0.0566864;0.147385;0.226746;0.0566864;0.102036;0.0113373;0.0566864;0.0240488;0.216439;0;0.060122;0.0841707;0.0132268;0.277763;0.0264537;0.0132268;0.0529073;0.079361;0.224856;0.0132268;0.0529073;0;0.198402;0.0529073;0.105815;0.0925878;0;0.0369321;0.200979;0.172636;0.0459504;0.0828824;0.0714163;0.457485;0.272782;0.0549257;0.192476;0.181955;0.652581;0.403633;0.0936614;0.277506;0.3591;0.75934;0.534957;0.147986;0.351198;0.0510178;0.307137;0.181912;0.0198402;0.0389075;0.109766;0.601391;0.42051;0.0396805;0.0829683;0.182685;0.824787;0.690286;0.0623551;0.172378;0.275444;1;0.954393;0.0906983;0.304303;0.0219016;0.286782;0.241948;0.00283432;0.0772997;0.130379;0.195568;0.187065;0.0396805;0.107704;0.0495147;0.170703;0.030834;0.0520914;0.115177;0.157305;0.106287;0.0751095;0.0533797;0.0510178;0.102036;0.133213;0.138882;0.0283432;0.172894;0.109808;0.151443;0.107973;0.0433737;0.111698
0.228137;0.173819;0.228137;0.065182;0.0760456;0.0717002;0.239001;0.1195;0.0836502;0.310701;0.0358501;0.370451;0.13145;0.0239001;0.0836502;0;0.334601;0.1434;0.0239001;0.10755;0.260728;0.152091;0.141228;0.0760456;0.184682;0.0956002;0.1434;0.274851;0.0717002;0.239001;0.10755;0.15535;0.394351;0.0597501;0.10755;0.0717002;0.274851;0.310701;0.0358501;0.10755;0.239001;0.0869093;0.173819;0.141228;0.184682;0.1912;0.1195;0.0836502;0.227051;0.20315;0.274851;0.0478001;0.227051;0.1195;0.1434;0.1912;0.0836502;0.0836502;0.1673;0.2151;0.202788;0.101394;0.17744;0.114068;0.0633714;0.0697085;0.195184;0.0836502;0.0836502;0.139417;0.0975919;0.195184;0.139417;0.0836502;0.181242;0.111534;0.181242;0.0836502;0.181242;0.125475;0.232663;0.128553;0.180156;0.0991309;0.127195;0.339716;0.302825;0.320569;0.215644;0.350263;0.468676;0.495021;0.543636;0.287344;0.479223;0.562285;0.713607;0.698986;0.389417;0.618142;0.0839218;0.279468;0.155622;0.0491581;0.144487;0.175991;0.553504;0.289517;0.101032;0.316133;0.274036;0.803639;0.462249;0.149919;0.469853;0.390005;1;0.700706;0.207768;0.629549;0.164041;0.177078;0.190929;0.0741445;0.202607;0.0537751;0.283813;0.244976;0.0358501;0.101575;0.175674;0.125747;0.12964;0.141499;0.147655;0.168794;0.126969;0.133442;0.137923;0.166305;0.1673;0.116513;0.244976;0.1195;0.173275;0.141386;0.16326;0.188258;0.108693;0.147203
0.0609756;0;0.0152439;0.0152439;0.0152439;0.134146;0.0670732;0.0670732;0.134146;0.117378;0.184451;0.0670732;0.117378;0.0503049;0.0670732;0.20122;0.0335366;0.435976;0.0167683;0.117378;0.0762195;0.518293;0.243902;0.0914634;0.0914634;0.134146;0.217988;0.402439;0.0670732;0.184451;0.0838415;0.318598;0.217988;0.0670732;0.20122;0.352134;0.217988;0.352134;0.0503049;0.0670732;0.320122;0.27439;0.137195;0.137195;0.213415;0.134146;0.352134;0.217988;0.117378;0.251524;0.268293;0.285061;0.20122;0.150915;0.234756;0.352134;0.0670732;0.402439;0.20122;0.10061;0.0711382;0.124492;0.0355691;0;0.0177846;0.097815;0.039126;0.058689;0;0.039126;0.215193;0.039126;0.019563;0.039126;0.156504;0.489075;0.039126;0.234756;0.117378;0.136941;0.132114;0.229294;0.107978;0.0609756;0.0844766;0.257177;0.398374;0.294525;0.140625;0.232597;0.445122;0.575838;0.433562;0.21748;0.397485;0.793763;0.665269;0.789888;0.313897;0.502985;0.145198;0.0419207;0.158918;0.0541159;0.0792683;0.294207;0.213415;0.375;0.127287;0.177591;0.443216;0.422637;0.674924;0.183689;0.292683;0.567073;0.694741;1;0.244284;0.441311;0.101372;0.200838;0.182165;0.0769817;0.102134;0.205412;0.159299;0.280869;0.0461128;0.113186;0.155805;0.197536;0.11236;0.0636433;0.130462;0.331174;0.107597;0.214494;0.12716;0.157203;0.155107;0.293445;0.259909;0.10061;0.217988;0.211874;0.189469;0.216908;0.0843814;0.15471
0.0550108;0.220043;0.110022;0.0880173;0.110022;0.0726143;0.229945;0.0242048;0.0847167;0.217843;0.0605119;0.399379;0.0363071;0.0242048;0.121024;0.32273;0.0537884;0.0806825;0.0537884;0.188259;0.121024;0.264052;0.121024;0.0770152;0.110022;0.108921;0.133126;0.121024;0.121024;0.290457;0.0968191;0.157331;0.133126;0.121024;0.30256;0.121024;0.188259;0.0941296;0.0403413;0.228601;0.110022;0.198039;0.121024;0.121024;0.242048;0.0726143;0.157331;0.0847167;0.145229;0.314662;0.133126;0.217843;0.108921;0.0847167;0.217843;0.134471;0.174812;0.0672355;0.0268942;0.201706;0.089851;0.333732;0.0513434;0.0770152;0.0128359;0;0.437703;0.0988361;0.0282389;0.0564778;0.0141194;0.536539;0.0564778;0.0423583;0.0564778;0.156883;0.298077;0.0470648;0.0156883;0.0784414;0.0939768;0.253967;0.100853;0.0907679;0.118732;0.157514;0.493493;0.183049;0.18557;0.338592;0.233658;0.821266;0.266757;0.253646;0.513068;0.417435;1;0.339035;0.287824;0.687319;0.127717;0.225789;0.062804;0.0626818;0.159287;0.271937;0.46258;0.128359;0.122613;0.318574;0.425234;0.675166;0.218118;0.191621;0.496014;0.587607;0.827241;0.332082;0.284834;0.718839;0.0893926;0.211792;0.0940685;0.0926932;0.182086;0.150271;0.199689;0.0860614;0.0598396;0.210111;0.0681217;0.281701;0.08898;0.0928766;0.156506;0.10965;0.306818;0.0699249;0.0424144;0.138617;0.10287;0.166408;0.111947;0.117998;0.28138;0.107728;0.238654;0.0892283;0.0782822;0.196654
