9.5501e-06;1.57886e-05;1.38184e-05;1.52989e-05;-3.10863e-05;-3.05727e-05;-3.09225e-05;-3.05914e-05;1;0.932012;0.966799;0.934892;5.47413e-06;5.26329e-06;5.37912e-06;5.27321e-06;4.62542e-05;8.6763e-05;7.46404e-05;8.3688e-05;1.47866e-06;1.50864e-06;1.4903e-06;1.51268e-06
6.18031e-06;1.32338e-05;1.09219e-05;1.27634e-05;-2.97744e-05;-2.92266e-05;-2.96039e-05;-2.921e-05;1;0.923715;0.966266;0.916621;5.33891e-06;5.1129e-06;5.24263e-06;5.0978e-06;2.72508e-05;7.4198e-05;5.92486e-05;6.86238e-05;1.21375e-06;1.25585e-06;1.21883e-06;1.28018e-06
1.2909e-05;2.54024e-05;2.08554e-05;2.48818e-05;-6.02323e-05;-5.90013e-05;-5.97463e-05;-5.89513e-05;1;0.889445;0.93282;0.894461;1.07675e-05;1.01944e-05;1.04662e-05;1.01888e-05;4.92453e-05;0.000130354;0.000102438;0.000124077;3.81772e-06;4.17927e-06;4.06923e-06;4.11036e-06
5.9759e-06;1.21217e-05;1.05392e-05;1.18118e-05;-2.8436e-05;-2.78997e-05;-2.8216e-05;-2.79138e-05;1;0.919858;0.953681;0.922901;5.1413e-06;4.91089e-06;5.00889e-06;4.92088e-06;2.73138e-05;6.61964e-05;5.68097e-05;6.3641e-05;9.92043e-07;1.0707e-06;1.04814e-06;1.06383e-06
7.99313e-06;1.25637e-05;1.17413e-05;1.33401e-05;-3.14763e-05;-3.09808e-05;-3.12986e-05;-3.09461e-05;1;0.935137;0.966599;0.931521;5.54811e-06;5.34849e-06;5.44575e-06;5.33014e-06;3.38395e-05;6.00094e-05;5.60429e-05;6.4823e-05;1.48635e-06;1.51382e-06;1.49164e-06;1.50244e-06
1.38973e-05;2.14315e-05;1.92044e-05;2.15709e-05;-4.24714e-05;-4.18119e-05;-4.22664e-05;-4.17809e-05;1;0.924155;0.962652;0.920102;7.22541e-06;6.94855e-06;7.09092e-06;6.9315e-06;5.41003e-05;0.000100879;8.85358e-05;0.000100206;2.69237e-06;2.70109e-06;2.70077e-06;2.6938e-06
5.34776e-06;1.17009e-05;9.64769e-06;1.03965e-05;-2.97482e-05;-2.91908e-05;-2.95406e-05;-2.92046e-05;1;0.933268;0.968078;0.933254;5.40653e-06;5.19173e-06;5.30332e-06;5.1906e-06;2.24826e-05;6.47159e-05;5.14549e-05;5.40758e-05;1.14845e-06;1.19156e-06;1.16038e-06;1.21386e-06
3.55456e-06;6.44432e-06;5.65348e-06;6.81477e-06;-2.59093e-05;-2.54652e-05;-2.57517e-05;-2.54463e-05;1;0.929246;0.965898;0.926092;4.65117e-06;4.46379e-06;4.55746e-06;4.45495e-06;1.2843e-05;2.65342e-05;2.29952e-05;2.86913e-05;8.96225e-07;9.72109e-07;9.25326e-07;9.59871e-07
7.70498e-06;1.26277e-05;1.11344e-05;1.2706e-05;-3.43798e-05;-3.38434e-05;-3.42283e-05;-3.38312e-05;1;0.928606;0.97039;0.92854;6.00663e-06;5.78434e-06;5.91845e-06;5.77676e-06;2.7667e-05;5.49077e-05;4.80173e-05;5.51175e-05;1.76085e-06;1.79426e-06;1.75492e-06;1.79551e-06
2.97423e-06;5.0835e-06;4.97364e-06;5.2556e-06;-2.64328e-05;-2.6001e-05;-2.62201e-05;-2.59865e-05;1;0.939297;0.959485;0.935815;4.78407e-06;4.61132e-06;4.66227e-06;4.60286e-06;8.90733e-06;1.80247e-05;1.77667e-05;1.87471e-05;8.6307e-07;9.44603e-07;9.29273e-07;9.45075e-07
