0.573425;0.099514;0.031208;0.0142708;0.0434494;0.137299;0.0721397;0.0125198;0.00749969;0.00285339;0.00185013;0.00142288;0.00115967;0.000831604;0.000450134;0.000106812
0.592678;0.119537;0.0330658;0.0158081;0.0246925;0.148907;0.0375366;0.0126572;0.00880051;0.00256729;0.00119019;0.00101089;0.000671387;0.000461578;0.00030899;0.000106812
0.335522;0.0547333;0.0426445;0.0449638;0.0375061;0.220257;0.228977;0.0141525;0.0114403;0.0037117;0.00245667;0.00155258;0.00108719;0.00062561;0.000324249;4.57764e-05
0.602032;0.106182;0.017746;0.00844955;0.0529671;0.163948;0.0190392;0.0121613;0.00719833;0.00282288;0.00263596;0.00230789;0.00130463;0.000694275;0.000312805;0.000198364
0.558277;0.0580635;0.039814;0.0304298;0.111305;0.153294;0.0320435;0.00921631;0.00319672;0.00142288;0.000991821;0.000740051;0.000595093;0.000362396;0.00018692;6.10352e-05
0.492989;0.0797119;0.0239983;0.0240898;0.114609;0.174347;0.0626144;0.0146103;0.00600052;0.00244522;0.0018692;0.00114441;0.000858307;0.000545502;0.000137329;3.05176e-05
0.578815;0.110695;0.0430374;0.0234833;0.0232048;0.144131;0.042942;0.0155563;0.0106506;0.00329971;0.00198364;0.00109863;0.000682831;0.000286102;0.000106812;2.67029e-05
0.629936;0.0737038;0.0183983;0.0939636;0.150959;0.0173035;0.00772476;0.00299454;0.00214767;0.00164413;0.000965118;0.000202179;1.90735e-05;3.8147e-06;0;3.43323e-05
0.543194;0.0703316;0.0223427;0.0354691;0.190178;0.108486;0.0169144;0.00709915;0.00254822;0.00151443;0.00100327;0.00063324;0.000221252;4.95911e-05;3.8147e-06;1.14441e-05
0.593746;0.0413589;0.0373955;0.194256;0.101006;0.0201988;0.00629425;0.00274658;0.00146866;0.00087738;0.000511169;0.00012207;7.62939e-06;7.62939e-06;0;3.8147e-06
0.581841;0.0837479;0.0166779;0.0114555;0.0910454;0.148891;0.0367584;0.0133743;0.00674438;0.00333786;0.00239182;0.00179672;0.00118637;0.000537872;0.00018692;2.67029e-05
