0.298077;0.164005;0.0641708;0.0471725;0.0349236;0.0268288;0.0215607;0.016201;0.0118713;0.00834656;0.0062294;0.00476074;0.00415039;0.00359344;0.0033226;0.00320435;0.00381088;0.0058403;0.0121307;0.0216675;0.0291824;0.0331078;0.0368156;0.0381927;0.0324974;0.0214119;0.0117378;0.00649261;0.00390625;0.00320435;0.00272751;0.00268173;0.00243759;0.00214386;0.0016861;0.00123215;0.000988007;0.000743866;0.000587463;0.000534058;0.000518799;0.000434875;0.000431061;0.000465393;0.00037384;0.000389099;0.000335693;0.000324249;0.00030899;0.000320435;0.00025177;0.000278473;0.000213623;0.000209808;0.000213623;0.00019455;0.000141144;0.000141144;0.000110626;5.72205e-05;6.86646e-05;2.67029e-05;7.62939e-06;3.8147e-06
0.29678;0.117428;0.100784;0.0776863;0.0477676;0.0329704;0.022583;0.0162163;0.0118675;0.00870132;0.0069046;0.00559235;0.00481033;0.00400543;0.00367355;0.00331879;0.00295639;0.00353241;0.00618362;0.0120201;0.0164719;0.0297813;0.0531158;0.0495377;0.0223808;0.00777054;0.00427628;0.00310898;0.0027504;0.00298691;0.00345612;0.00346375;0.00308609;0.00248718;0.00190735;0.00131989;0.000953674;0.000545502;0.000572205;0.000495911;0.00037384;0.000267029;0.000324249;0.000225067;0.000259399;0.000232697;0.000244141;0.000274658;0.000221252;0.000183105;0.000137329;0.0001297;0.000141144;0.000110626;9.53674e-05;0.000114441;9.91821e-05;8.01086e-05;6.10352e-05;6.86646e-05;6.48499e-05;2.28882e-05;3.8147e-06;1.52588e-05
0.138103;0.0793839;0.0699196;0.0481148;0.0241585;0.0144005;0.00848389;0.00769043;0.0090332;0.0101013;0.0117607;0.0117493;0.0113983;0.0112419;0.0113144;0.0110092;0.0106697;0.00911331;0.00760651;0.0101166;0.0187874;0.0299339;0.0522041;0.119331;0.145992;0.0608749;0.0152435;0.00686646;0.00487137;0.00344849;0.00302887;0.0028038;0.00322723;0.00308228;0.00314331;0.00198746;0.00138474;0.000926971;0.000736237;0.000663757;0.000740051;0.000583649;0.000629425;0.00050354;0.000389099;0.000495911;0.00037384;0.000293732;0.00030899;0.000286102;0.000289917;0.000202179;0.000190735;0.000171661;0.000160217;0.000102997;0.000133514;7.62939e-05;8.39233e-05;3.05176e-05;2.67029e-05;7.62939e-06;1.14441e-05;0
0.324883;0.109505;0.0943146;0.0733299;0.0497131;0.0297585;0.0167809;0.00992966;0.00676346;0.00477219;0.00342941;0.00278091;0.00231171;0.00229263;0.00187683;0.00196838;0.00222397;0.00552368;0.0173721;0.0278473;0.0282135;0.0445709;0.0601387;0.0310249;0.00968552;0.00410843;0.00291443;0.00233078;0.0025444;0.00295258;0.00333405;0.00333023;0.00281906;0.00200653;0.00141907;0.000953674;0.000785828;0.000675201;0.000713348;0.000648499;0.000694275;0.000724792;0.000671387;0.000545502;0.000667572;0.00063324;0.000534058;0.000473022;0.000423431;0.000350952;0.000293732;0.000236511;0.000286102;0.000144958;0.000125885;0.000137329;7.62939e-05;7.24792e-05;9.91821e-05;6.48499e-05;8.01086e-05;5.34058e-05;3.05176e-05;3.43323e-05
0.303738;0.158813;0.0589485;0.0367775;0.0207291;0.0140724;0.0118752;0.0113869;0.0108109;0.0105743;0.00978088;0.00864792;0.00750351;0.00702667;0.00686264;0.00903702;0.0129547;0.0225868;0.033638;0.0421257;0.045639;0.04496;0.0368309;0.0258636;0.0150833;0.00855637;0.00510406;0.00329971;0.00300217;0.00259399;0.00218582;0.00143433;0.00122833;0.000747681;0.000701904;0.000518799;0.000419617;0.000328064;0.000339508;0.000335693;0.000270844;0.00031662;0.000228882;0.000175476;0.000228882;0.000202179;0.000160217;0.000148773;0.000144958;0.000175476;0.000156403;0.000118256;0.000110626;9.15527e-05;8.7738e-05;7.24792e-05;6.48499e-05;6.86646e-05;3.05176e-05;2.28882e-05;3.43323e-05;1.14441e-05;3.8147e-06;1.14441e-05
0.221184;0.150139;0.0742874;0.0473785;0.0326653;0.0219498;0.0149078;0.0101891;0.00767136;0.00630569;0.00535965;0.00466156;0.00434113;0.00465012;0.00601959;0.00907898;0.0151749;0.0236168;0.0334702;0.042347;0.047493;0.0476646;0.0434456;0.0357437;0.0259628;0.0179253;0.0115356;0.0071907;0.0050354;0.00375748;0.00327301;0.0025444;0.00216293;0.00165176;0.00125122;0.000934601;0.000694275;0.000659943;0.000595093;0.000495911;0.000576019;0.000476837;0.000434875;0.00038147;0.000297546;0.000278473;0.000282288;0.000286102;0.000236511;0.000240326;0.000209808;0.000171661;0.000167847;0.000156403;0.000114441;0.000106812;5.72205e-05;4.19617e-05;2.67029e-05;1.14441e-05;1.90735e-05;3.8147e-06;0;7.62939e-06
0.296791;0.115311;0.095974;0.0707397;0.040844;0.0289726;0.0228767;0.0180016;0.0140152;0.0116463;0.00927353;0.00810242;0.00683212;0.0065155;0.00548172;0.00465393;0.00400162;0.00427246;0.00546646;0.00946426;0.0153465;0.0288773;0.0512886;0.0486183;0.0220604;0.00966263;0.00634384;0.00487518;0.00384521;0.00406265;0.0039711;0.00367737;0.00344849;0.00313187;0.00250626;0.00156403;0.0010643;0.000831604;0.000717163;0.000686646;0.000652313;0.000522614;0.000427246;0.00038147;0.000343323;0.000301361;0.000267029;0.00018692;0.000236511;0.000209808;0.0001297;0.000106812;0.0001297;6.86646e-05;4.95911e-05;3.8147e-05;5.34058e-05;2.28882e-05;1.52588e-05;1.52588e-05;3.8147e-06;3.8147e-06;1.52588e-05;3.8147e-06
0.35664;0.117962;0.0953407;0.0599937;0.036068;0.0188103;0.0112839;0.00754166;0.00564194;0.00479126;0.00406265;0.00390244;0.00484467;0.0116196;0.0237389;0.0537605;0.0926628;0.042511;0.010685;0.00510025;0.00433731;0.0042038;0.00450516;0.0042572;0.00339508;0.00215149;0.00138855;0.000789642;0.000881195;0.000720978;0.000732422;0.000659943;0.000583649;0.000518799;0.000587463;0.000457764;0.000431061;0.000419617;0.00044632;0.000347137;0.000301361;0.000320435;0.000209808;0.000133514;6.86646e-05;9.15527e-05;3.8147e-05;3.8147e-06;7.62939e-06;7.62939e-06;0;3.8147e-06;3.8147e-06;0;0;0;0;0;0;0;7.62939e-06;3.8147e-06;3.8147e-06;1.90735e-05
0.264599;0.151321;0.0756035;0.0516701;0.0307961;0.0187645;0.0119209;0.0088501;0.00681686;0.0057373;0.00513458;0.00465393;0.00436401;0.00542831;0.00833893;0.0173378;0.0332298;0.0480843;0.0544014;0.0544624;0.0466194;0.0324898;0.019062;0.0103149;0.00606918;0.00403976;0.00368118;0.00312424;0.0027771;0.00195312;0.00142288;0.000946045;0.000774384;0.000679016;0.000576019;0.000518799;0.000461578;0.000400543;0.000347137;0.000305176;0.000301361;0.000286102;0.000209808;0.000205994;0.00018692;0.000175476;0.000160217;0.000110626;9.91821e-05;7.24792e-05;3.8147e-05;1.14441e-05;2.28882e-05;1.14441e-05;1.14441e-05;3.8147e-06;3.8147e-06;0;0;0;3.8147e-06;0;0;7.62939e-06
0.453033;0.0897636;0.0356865;0.0152626;0.0106277;0.0101471;0.0105286;0.0100555;0.00932312;0.00836563;0.00827789;0.0114288;0.0233192;0.0496826;0.0644302;0.0568237;0.0451393;0.0287361;0.0169144;0.0102158;0.00712204;0.00518799;0.00445175;0.00343704;0.00247192;0.00164413;0.00119019;0.000988007;0.000873566;0.000770569;0.000617981;0.000484467;0.000507355;0.00031662;0.000347137;0.000297546;0.000259399;0.000236511;0.000202179;0.000179291;0.000152588;0.000137329;0.000114441;0.000106812;5.72205e-05;5.34058e-05;1.14441e-05;0;7.62939e-06;0;0;0;3.8147e-06;0;0;3.8147e-06;0;0;0;0;0;0;0;3.8147e-06
