0.0392157;0.509804;0.47451;0.286275;0.509804;0.356863;0.54902;0.517647;0.121569;0.517647;0.521569;0.521569;0.133333;0.533333;0.619608;0.764706
0.0392157;0.501961;0.494118;0.396078;0.501961;0.333333;0.545098;0.505882;0.121569;0.517647;0.529412;0.517647;0.141176;0.537255;0.717647;0.741176
0.0627451;0.545098;0.466667;0.231373;0.529412;0.352941;0.517647;0.458824;0.121569;0.517647;0.529412;0.517647;0.101961;0.482353;0.654902;0.733333
0.0392157;0.521569;0.376471;0.317647;0.509804;0.435294;0.517647;0.537255;0.121569;0.513725;0.529412;0.517647;0.152941;0.509804;0.831373;0.807843
0.0431373;0.486275;0.368627;0.290196;0.505882;0.372549;0.560784;0.52549;0.121569;0.517647;0.52549;0.517647;0.133333;0.580392;0.772549;0.756863
0.0470588;0.509804;0.54902;0.270588;0.513725;0.360784;0.537255;0.482353;0.121569;0.517647;0.521569;0.52549;0.109804;0.517647;0.490196;0.654902
0.0392157;0.490196;0.360784;0.333333;0.52549;0.341176;0.529412;0.545098;0.121569;0.521569;0.529412;0.517647;0.145098;0.568627;0.827451;0.768627
0.0313725;0.498039;0.470588;0.384314;0.513725;0.384314;0.52549;0.517647;0.121569;0.517647;0.521569;0.521569;0.160784;0.568627;0.784314;0.780392
0.0392157;0.490196;0.509804;0.305882;0.505882;0.407843;0.560784;0.498039;0.121569;0.517647;0.52549;0.517647;0.12549;0.533333;0.54902;0.760784
0.0352941;0.513725;0.356863;0.333333;0.509804;0.454902;0.509804;0.529412;0.121569;0.517647;0.521569;0.521569;0.192157;0.545098;0.92549;0.847059
0.0392157;0.537255;0.458824;0.282353;0.517647;0.435294;0.529412;0.513725;0.121569;0.517647;0.52549;0.521569;0.137255;0.482353;0.654902;0.784314
0.0392157;0.494118;0.478431;0.392157;0.505882;0.341176;0.552941;0.513725;0.121569;0.517647;0.529412;0.517647;0.14902;0.545098;0.772549;0.772549
0.0392157;0.501961;0.490196;0.278431;0.513725;0.423529;0.545098;0.501961;0.121569;0.517647;0.52549;0.521569;0.12549;0.529412;0.584314;0.772549
0.0392157;0.52549;0.384314;0.313725;0.513725;0.423529;0.513725;0.529412;0.121569;0.517647;0.52549;0.517647;0.156863;0.509804;0.835294;0.815686
0.0352941;0.486275;0.411765;0.337255;0.521569;0.380392;0.545098;0.537255;0.121569;0.517647;0.52549;0.517647;0.184314;0.588235;0.858824;0.843137
0.0392157;0.521569;0.407843;0.341176;0.517647;0.396078;0.509804;0.533333;0.121569;0.517647;0.529412;0.517647;0.14902;0.501961;0.807843;0.792157
0.0392157;0.529412;0.384314;0.262745;0.513725;0.419608;0.517647;0.521569;0.121569;0.517647;0.529412;0.517647;0.145098;0.505882;0.815686;0.815686
